window,actual,predict,entropy,un_prob,vacuity,dissonance,overall
1,0,0,0.19149815,0.071849406,0.08211362,0.0,0.19149814546108246
2,0,0,0.19939095,0.07551503,0.08630288,0.0,0.1993909478187561
3,0,0,0.20177382,0.076630294,0.08757752,0.0,0.20177382230758667
4,0,0,0.17538515,0.06450391,0.073718786,0.0,0.17538514733314514
5,0,0,0.22613972,0.08826113,0.100869834,0.0,0.22613972425460815
6,0,0,0.20324919,0.07732284,0.08836895,0.0,0.20324918627738953
7,0,0,0.2018671,0.076674044,0.08762747,0.0,0.20186710357666016
8,0,0,0.20493281,0.07811499,0.08927423,0.0,0.2049328088760376
9,0,0,0.17898189,0.06612742,0.07557416,0.0,0.17898188531398773
10,0,0,0.16531526,0.060008824,0.06858146,0.0,0.16531525552272797
11,0,0,0.14285427,0.050255,0.05743432,0.0,0.14285427331924438
12,0,0,0.1436963,0.0506137,0.05784428,0.0,0.14369629323482513
13,0,0,0.14458257,0.050991893,0.058276415,0.0,0.1445825695991516
14,0,0,0.14376809,0.050644338,0.05787921,0.0,0.1437680870294571
15,0,0,0.14705786,0.052051306,0.059487164,0.0,0.14705786108970642
16,0,0,0.14919643,0.05297035,0.060537517,0.0,0.14919643104076385
17,0,0,0.15062056,0.053584218,0.061239123,0.0,0.15062056481838226
18,0,0,0.15158425,0.054000616,0.061715007,0.0,0.15158425271511078
19,0,0,0.15162455,0.05401802,0.061734855,0.0,0.15162454545497894
20,0,0,0.15286086,0.05455315,0.06234646,0.0,0.1528608649969101
21,0,0,0.15078777,0.05365646,0.061321616,0.0,0.15078777074813843
22,0,0,0.14789052,0.052408636,0.059895575,0.0,0.14789052307605743
23,0,0,0.14399832,0.050742507,0.057991445,0.0,0.14399832487106323
24,0,0,0.14610666,0.05164361,0.059021175,0.0,0.14610666036605835
25,0,0,0.14203452,0.049906313,0.057035804,0.0,0.14203451573848724
26,0,0,0.14698939,0.05202186,0.059453547,0.0,0.1469893902540207
27,0,0,0.14659171,0.05185139,0.0592587,0.0,0.14659170806407928
28,0,0,0.15275525,0.054507494,0.062294245,0.0,0.1527552455663681
29,0,0,0.15230995,0.054314613,0.062073827,0.0,0.15230995416641235
30,0,0,0.15237798,0.054344,0.062107384,0.0,0.15237797796726227
31,0,0,0.14716725,0.052098155,0.05954075,0.0,0.14716725051403046
32,0,0,0.14975344,0.05321026,0.0608117,0.0,0.14975343644618988
33,0,0,0.14857203,0.052701533,0.060230374,0.0,0.14857202768325806
34,0,0,0.14407116,0.05077362,0.05802697,0.0,0.14407116174697876
35,0,0,0.14835937,0.0526101,0.060125828,0.0,0.14835937321186066
36,0,0,0.15379348,0.054957688,0.06280881,0.0,0.15379348397254944
37,0,0,0.14947703,0.05309111,0.06067556,0.0,0.1494770348072052
38,0,0,0.148325,0.052595317,0.06010896,0.0,0.14832499623298645
39,0,0,0.1521861,0.05426091,0.062012494,0.0,0.1521860957145691
40,0,0,0.14997114,0.053304017,0.060918927,0.0,0.149971142411232
41,0,0,0.14042135,0.049221694,0.056253314,0.0,0.14042134582996368
