window,actual,predict,entropy,un_prob,overall
1,0,0,9.063199e-05,1.5377998e-05,9.063199e-05
2,0,0,5.5174045e-05,9.059906e-06,5.5174045e-05
3,0,0,1.6548836e-05,2.503395e-06,1.6548836e-05
4,0,0,9.156129e-06,1.3113022e-06,9.156129e-06
5,0,0,7.5030334e-06,9.536743e-07,7.5030334e-06
6,0,0,1.5084039e-05,2.1457672e-06,1.5084039e-05
7,0,0,7.595177e-05,1.2278557e-05,7.595177e-05
8,0,0,4.8943573e-05,7.748604e-06,4.8943573e-05
9,0,0,6.406568e-05,1.04904175e-05,6.406568e-05
10,0,0,2.5675548e-05,3.8146973e-06,2.5675548e-05
11,0,0,1.6986596e-05,2.503395e-06,1.6986596e-05
12,0,0,9.0961374e-05,1.5497208e-05,9.0961374e-05
13,0,0,0.00016585438,2.9921532e-05,0.00016585438
14,0,0,1.3405715e-05,1.9073486e-06,1.3405715e-05
15,0,0,3.6491652e-05,5.722046e-06,3.6491652e-05
16,0,0,6.971839e-05,1.168251e-05,6.971839e-05
17,0,0,4.8836104e-05,7.867813e-06,4.8836104e-05
18,0,0,5.623555e-05,9.179115e-06,5.623555e-05
19,0,0,6.4994565e-05,1.0728836e-05,6.4994565e-05
20,0,0,2.4685847e-05,3.695488e-06,2.4685847e-05
21,0,0,2.6070311e-05,3.9339066e-06,2.6070311e-05
22,0,0,1.6329092e-05,2.3841858e-06,1.6329092e-05
23,0,0,7.3222823e-06,9.536743e-07,7.3222823e-06
24,0,0,1.2828672e-06,1.1920929e-07,1.2828672e-06
25,0,0,4.1401304e-06,4.7683716e-07,4.1401304e-06
26,0,0,9.173967e-06,1.3113022e-06,9.173967e-06
27,0,0,1.0121473e-05,1.4305115e-06,1.0121473e-05
28,0,0,7.694915e-05,1.2755394e-05,7.694915e-05
29,0,0,0.00026383114,4.7445297e-05,0.00026383114
30,0,0,3.4788434e-05,5.364418e-06,3.4788434e-05
31,0,0,0.00035219963,6.7830086e-05,0.00035219963
32,0,0,0.000445171,8.6426735e-05,0.000445171
33,0,0,6.0554787e-05,1.001358e-05,6.0554787e-05
34,0,0,0.0001153853,2.014637e-05,0.0001153853
35,0,0,8.3301624e-05,1.4066696e-05,8.3301624e-05
36,0,0,1.9863575e-05,2.9802322e-06,1.9863575e-05
37,0,0,7.4887716e-06,1.0728836e-06,7.4887716e-06
38,0,0,2.5355228e-05,3.9339066e-06,2.5355228e-05
39,0,0,3.5541007e-06,4.7683716e-07,3.5541007e-06
40,0,0,2.5034316e-05,3.8146973e-06,2.5034316e-05
41,0,0,1.1614197e-05,1.66893e-06,1.1614197e-05
42,0,0,2.92827e-06,3.5762787e-07,2.92827e-06
43,0,0,1.8528995e-06,2.3841858e-07,1.8528995e-06
44,0,0,1.5798868e-06,2.3841858e-07,1.5798868e-06
45,0,0,1.6362661e-06,2.3841858e-07,1.6362661e-06
46,0,0,2.0013197e-06,2.3841858e-07,2.0013197e-06
47,0,0,6.761014e-06,9.536743e-07,6.761014e-06
48,0,0,8.9236136e-07,1.1920929e-07,8.9236136e-07
49,0,0,4.1926164e-06,5.9604645e-07,4.1926164e-06
50,0,0,2.910012e-05,4.529953e-06,2.910012e-05
51,0,0,0.00012483986,2.2053719e-05,0.00012483986
52,0,0,8.270867e-06,1.1920929e-06,8.270867e-06
53,0,0,8.560389e-06,1.1920929e-06,8.560389e-06
54,0,0,1.0513948e-05,1.5497208e-06,1.0513948e-05
55,0,0,2.5924555e-05,3.9339066e-06,2.5924555e-05
56,0,0,3.6277866e-05,5.722046e-06,3.6277866e-05
57,0,0,4.5972785e-05,7.390976e-06,4.5972785e-05
58,0,0,2.077608e-05,3.0994415e-06,2.077608e-05
59,0,0,2.3149383e-05,3.4570694e-06,2.3149383e-05
60,0,0,2.2849108e-05,3.4570694e-06,2.2849108e-05
61,0,0,5.2761778e-05,8.583069e-06,5.2761778e-05
62,0,0,5.480112e-05,8.940697e-06,5.480112e-05
63,0,0,2.9163093e-05,4.529953e-06,2.9163093e-05
64,0,0,4.9973846e-06,5.9604645e-07,4.9973846e-06
65,0,0,3.7194707e-06,4.7683716e-07,3.7194707e-06
66,0,0,4.834729e-06,5.9604645e-07,4.834729e-06
