window,actual,predict,entropy,un_prob,overall
1,0,0,0.29414353,0.2748698,0.29414353
2,0,0,0.34465903,0.31797826,0.34465903
3,0,0,0.16053694,0.085303366,0.16053694
4,0,0,0.08017539,0.035470545,0.08017539
5,0,0,0.016875628,0.005107641,0.016875628
6,0,0,0.02688284,0.008607388,0.02688284
7,0,0,0.023282534,0.0072771907,0.023282534
8,0,0,0.03847154,0.012866259,0.03847154
9,0,0,0.036113467,0.01249522,0.036113467
10,0,0,0.014466236,0.0042013526,0.014466236
11,0,0,0.047861617,0.016779661,0.047861617
12,0,0,0.038096834,0.01300174,0.038096834
13,0,0,0.07047167,0.029646933,0.07047167
14,0,0,0.118472524,0.056056082,0.118472524
15,0,0,0.07936051,0.03346151,0.07936051
16,0,0,0.10087782,0.049489558,0.10087782
17,0,0,0.1856197,0.10855311,0.1856197
18,0,0,0.099235155,0.04625845,0.099235155
19,0,0,0.058902934,0.024598956,0.058902934
20,0,0,0.018152827,0.0059368014,0.018152827
21,0,0,0.03550639,0.012911797,0.03550639
22,0,0,0.021728175,0.0072165728,0.021728175
23,0,0,0.02950282,0.010385811,0.02950282
24,0,0,0.050679754,0.0194664,0.050679754
25,0,0,0.08224366,0.034803033,0.08224366
26,0,0,0.06388178,0.025648296,0.06388178
27,0,0,0.020993333,0.0066114664,0.020993333
28,0,0,0.020690829,0.0067839026,0.020690829
29,0,0,0.019607125,0.0063129067,0.019607125
30,0,0,0.020478953,0.006584525,0.020478953
31,0,0,0.018551439,0.005920112,0.018551439
32,0,0,0.015640274,0.0048875213,0.015640274
33,0,0,0.017708968,0.005540967,0.017708968
34,0,0,0.017315665,0.0054038167,0.017315665
35,0,0,0.020988887,0.0065353513,0.020988887
36,0,0,0.016487319,0.004977703,0.016487319
37,0,0,0.024485951,0.008000135,0.024485951
38,0,0,0.012563479,0.0036905408,0.012563479
39,0,0,0.016160827,0.0050002337,0.016160827
40,0,0,0.019946631,0.0061692595,0.019946631
41,0,0,0.03457085,0.012290716,0.03457085
42,0,0,0.022654409,0.0073844194,0.022654409
43,0,0,0.015918717,0.005008757,0.015918717
44,0,0,0.016905725,0.0053620934,0.016905725
45,0,0,0.021957634,0.007208705,0.021957634
46,0,0,0.052598253,0.020852089,0.052598253
47,0,0,0.040028226,0.014599979,0.040028226
48,0,0,0.031079004,0.0108127,0.031079004
49,0,0,0.03694984,0.013281167,0.03694984
50,0,0,0.032792807,0.011217296,0.032792807
51,0,0,0.032144304,0.011177778,0.032144304
52,0,0,0.024918258,0.008257508,0.024918258
53,0,0,0.033725698,0.0119124055,0.033725698
54,0,0,0.029045204,0.0098724365,0.029045204
55,0,0,0.026757974,0.008800566,0.026757974
56,0,0,0.026700914,0.008666933,0.026700914
57,0,0,0.018454146,0.0057454705,0.018454146
58,0,0,0.024972446,0.008269012,0.024972446
59,0,0,0.032165635,0.011224747,0.032165635
60,0,0,0.028690165,0.009719133,0.028690165
61,0,0,0.02151724,0.007066965,0.02151724
62,0,0,0.01784841,0.005737126,0.01784841
63,0,0,0.0151510015,0.0046661496,0.0151510015
64,0,0,0.02291305,0.0075039864,0.02291305
65,0,0,0.02660855,0.008773029,0.02660855
66,0,0,0.027021715,0.008990407,0.027021715
67,0,0,0.024586024,0.008116007,0.024586024
68,0,0,0.024532791,0.008229613,0.024532791
69,0,0,0.029298758,0.010250986,0.029298758
70,0,0,0.023544818,0.007732928,0.023544818
71,0,0,0.024264196,0.008144379,0.024264196
72,0,0,0.01967094,0.0062150955,0.01967094
73,0,0,0.018048383,0.0056859255,0.018048383
74,0,0,0.013454734,0.004042566,0.013454734
75,0,0,0.015226626,0.0046571493,0.015226626
76,0,0,0.015927926,0.0048605204,0.015927926
77,0,0,0.023738157,0.0078264475,0.023738157
78,0,0,0.030633822,0.0107114315,0.030633822
79,0,0,0.026461126,0.00897634,0.026461126
80,0,0,0.016963303,0.00536716,0.016963303
81,0,0,0.020276096,0.006559074,0.020276096
82,0,0,0.024354197,0.008115172,0.024354197
83,0,0,0.044100765,0.016169727,0.044100765
84,0,0,0.022932725,0.0074201226,0.022932725
85,0,0,0.02409888,0.007850647,0.02409888
86,0,0,0.032948684,0.011196077,0.032948684
87,0,0,0.039985765,0.014814436,0.039985765
88,0,0,0.13717851,0.06306654,0.13717851
89,0,0,0.113128915,0.04974389,0.113128915
90,0,0,0.122139,0.054050446,0.122139
91,0,0,0.15421444,0.072906375,0.15421444
92,0,0,0.2311461,0.1068455,0.2311461
93,0,0,0.14211592,0.063937664,0.14211592
94,0,0,0.14077292,0.06341541,0.14077292
95,0,0,0.14367194,0.068615854,0.14367194
96,0,0,0.14488296,0.07117981,0.14488296
97,0,0,0.05289673,0.019587755,0.05289673
