window,actual,predict,entropy,un_prob,overall
1,0,0,0.11806234,0.04751247,0.11806234
2,0,0,0.09334046,0.03856498,0.09334046
3,0,0,0.16960444,0.074220955,0.16960444
4,0,0,0.22724481,0.1354357,0.22724481
5,0,0,0.21448082,0.10951841,0.21448082
6,0,0,0.027101632,0.009236634,0.027101632
7,0,0,0.04817929,0.019148052,0.04817929
8,0,0,0.015388709,0.0047587156,0.015388709
9,0,0,0.0031508042,0.00071924925,0.0031508042
10,0,0,0.051924177,0.0198012,0.051924177
11,0,0,0.110179506,0.048879385,0.110179506
12,0,0,0.026475396,0.008417785,0.026475396
13,0,0,0.33184025,0.33665234,0.33665234
14,0,0,0.04126031,0.014350355,0.04126031
15,0,0,0.15204291,0.077986,0.15204291
16,0,0,0.11200618,0.053072095,0.11200618
17,0,0,0.23975384,0.18789959,0.23975384
18,0,0,0.28504935,0.26638013,0.28504935
19,0,0,0.3292374,0.36919087,0.36919087
20,0,0,0.26656875,0.2102806,0.26656875
21,0,0,0.343639,0.4210139,0.4210139
22,0,0,0.37817338,0.31164294,0.37817338
23,0,0,0.36900195,0.38013625,0.38013625
24,0,0,0.5010555,0.53028154,0.53028154
25,0,0,0.34745175,0.41192716,0.41192716
26,0,0,0.25146157,0.18720484,0.25146157
27,0,5,0.2591343,0.2015174,0.2591343
28,0,0,0.44452843,0.39269412,0.44452843
29,0,5,0.2618977,0.18268979,0.2618977
30,0,0,0.35794228,0.5022186,0.5022186
31,0,0,0.263728,0.219244,0.263728
32,0,0,0.07241947,0.030768216,0.07241947
33,0,0,0.09021951,0.037655354,0.09021951
34,0,0,0.11635878,0.053289115,0.11635878
35,0,0,0.15201695,0.08080858,0.15201695
36,0,0,0.019710535,0.0061280727,0.019710535
37,0,0,0.033781927,0.01222533,0.033781927
38,0,0,0.020223882,0.0062407255,0.020223882
39,0,0,0.28890714,0.271658,0.28890714
40,0,0,0.15750742,0.095421314,0.15750742
41,0,5,0.32813838,0.40608746,0.40608746
42,0,0,0.3382421,0.4902804,0.4902804
43,0,0,0.13799767,0.08197689,0.13799767
44,0,5,0.088065445,0.04465592,0.088065445
45,0,5,0.17948668,0.12093121,0.17948668
46,0,5,0.17754601,0.12016207,0.17754601
47,0,5,0.10447499,0.055848062,0.10447499
48,0,0,0.2805957,0.26378393,0.2805957
49,0,5,0.22226761,0.16098005,0.22226761
50,0,0,0.10626941,0.053931892,0.10626941
51,0,0,0.15316255,0.09185046,0.15316255
52,0,0,0.13570552,0.0697943,0.13570552
53,0,0,0.23564693,0.16410577,0.23564693
54,0,0,0.36109832,0.46271467,0.46271467
55,0,0,0.12449993,0.07036388,0.12449993
56,0,0,0.3304344,0.42347944,0.42347944
57,0,5,0.2686483,0.2337625,0.2686483
58,0,5,0.52277595,0.59754455,0.59754455
59,0,5,0.29738188,0.18835348,0.29738188
60,0,0,0.13809302,0.06614107,0.13809302
61,0,0,0.28905413,0.19203395,0.28905413
62,0,0,0.0056378883,0.0015466213,0.0056378883
63,0,0,0.046997156,0.018707633,0.046997156
64,0,0,0.03374872,0.012301445,0.03374872
65,0,0,0.022545345,0.00780195,0.022545345
66,0,0,0.010845499,0.0032020211,0.010845499
67,0,0,0.013089154,0.0039798617,0.013089154
68,0,0,0.0063502206,0.0016833544,0.0063502206
69,0,0,0.072401956,0.030918062,0.072401956
70,0,0,0.059570003,0.023970008,0.059570003
71,0,0,0.11482329,0.059315562,0.11482329
72,0,0,0.07015949,0.032449245,0.07015949
73,0,0,0.093946226,0.046435416,0.093946226
74,0,0,0.14479993,0.08578104,0.14479993
75,0,0,0.024714123,0.008106828,0.024714123
76,0,0,0.029923115,0.009800136,0.029923115
77,0,0,0.11467654,0.05978161,0.11467654
78,0,0,0.20846097,0.14380753,0.20846097
79,0,0,0.057488047,0.021567345,0.057488047
80,0,0,0.023431938,0.0075417757,0.023431938
81,0,0,0.05557581,0.020988524,0.05557581
82,0,0,0.03502881,0.012448847,0.03502881
83,0,0,0.06650624,0.0259282,0.06650624
84,0,0,0.016481902,0.00482589,0.016481902
85,0,0,0.12733825,0.05884266,0.12733825
86,0,0,0.064509,0.025921047,0.064509
87,0,0,0.06296109,0.024904966,0.06296109
88,0,0,0.13714956,0.0656752,0.13714956
89,0,0,0.03354848,0.011434495,0.03354848
90,0,0,0.019262956,0.0062714815,0.019262956
91,0,0,0.073900156,0.031419337,0.073900156
92,0,0,0.21783094,0.14148593,0.21783094
93,0,0,0.09401388,0.043003082,0.09401388
94,0,0,0.39604887,0.39036614,0.39604887
95,0,5,0.37159473,0.4216478,0.4216478
96,0,0,0.4190728,0.36727083,0.4190728
97,0,5,0.18129161,0.093957424,0.18129161
98,0,5,0.35832426,0.3052541,0.35832426
99,0,5,0.38107514,0.43820047,0.43820047
100,0,0,0.2752499,0.18626034,0.2752499
101,0,0,0.33939555,0.27609932,0.33939555
102,0,0,0.11017004,0.049774826,0.11017004
103,0,0,0.064729035,0.025237203,0.064729035
104,0,0,0.11430493,0.051182866,0.11430493
105,0,0,0.05607404,0.021671891,0.05607404
106,0,0,0.051119745,0.019005477,0.051119745
107,0,0,0.059923865,0.022801936,0.059923865
108,0,0,0.130465,0.06198913,0.130465
109,0,0,0.14227323,0.06902993,0.14227323
110,0,0,0.19993234,0.11125368,0.19993234
111,0,0,0.3209758,0.2824068,0.3209758
112,0,0,0.30872768,0.23648018,0.30872768
113,0,5,0.26489916,0.22020864,0.26489916
114,0,0,0.37106392,0.4132744,0.4132744
115,0,5,0.29208878,0.24824315,0.29208878
116,0,0,0.29518393,0.22727358,0.29518393
117,0,0,0.12521595,0.057622075,0.12521595
118,0,0,0.35432914,0.39732283,0.39732283
119,0,0,0.34778956,0.49446946,0.49446946
120,0,5,0.23638505,0.1588276,0.23638505
121,0,5,0.40902394,0.31861627,0.40902394
122,0,5,0.40082338,0.45914918,0.45914918
123,0,5,0.10815406,0.047963023,0.10815406
124,0,5,0.037120257,0.012863874,0.037120257
125,0,5,0.101607785,0.047050655,0.101607785
126,0,5,0.3313819,0.35849333,0.35849333
127,0,7,0.34264746,0.46209294,0.46209294
128,0,7,0.2092006,0.15078366,0.2092006
129,0,5,0.23194712,0.17074758,0.23194712
130,0,7,0.33001876,0.42513996,0.42513996
131,0,7,0.09620764,0.03841752,0.09620764
132,0,7,0.1666301,0.08181667,0.1666301
133,0,7,0.304666,0.21046567,0.304666
134,0,7,0.5059375,0.41949594,0.5059375
135,0,6,0.23361348,0.12153715,0.23361348
136,0,7,0.342618,0.25814557,0.342618
137,0,7,0.19434981,0.11106938,0.19434981
138,0,7,0.16555096,0.080210686,0.16555096
139,0,7,0.15967703,0.075935245,0.15967703
140,0,7,0.087198764,0.036714375,0.087198764
141,0,7,0.08192046,0.031229615,0.08192046
142,0,7,0.057053488,0.023716569,0.057053488
143,0,7,0.16821975,0.10091257,0.16821975
144,0,7,0.20538911,0.12261629,0.20538911
145,0,5,0.5159556,0.47362226,0.5159556
146,0,5,0.430581,0.48343247,0.48343247
147,0,0,0.57637614,0.5507475,0.57637614
148,0,0,0.1321024,0.05984789,0.1321024
149,0,0,0.092305854,0.042003393,0.092305854
150,0,0,0.08009742,0.03579718,0.08009742
151,0,0,0.0047943434,0.0011321306,0.0047943434
152,0,0,0.049794618,0.018159688,0.049794618
153,0,0,0.0045491676,0.0011100173,0.0045491676
154,0,0,0.008039729,0.0021816492,0.008039729
155,0,0,0.0006603517,0.00013160706,0.0006603517
156,0,0,0.0015409115,0.00034701824,0.0015409115
157,0,0,0.0003039812,5.698204e-05,0.0003039812
158,0,0,0.00015435963,2.7179718e-05,0.00015435963
159,0,0,0.0006343959,0.00013005733,0.0006343959
160,0,0,4.2868192e-05,6.3180923e-06,4.2868192e-05
161,0,0,7.9262136e-05,1.2993813e-05,7.9262136e-05
162,0,0,6.2987274e-05,1.0371208e-05,6.2987274e-05
163,0,0,7.937691e-05,1.2516975e-05,7.937691e-05
164,0,0,6.2675776e-05,9.536743e-06,6.2675776e-05
165,0,0,0.00022583877,4.1365623e-05,0.00022583877
166,0,0,0.0004354322,8.428097e-05,0.0004354322
167,0,0,0.00047846642,9.3340874e-05,0.00047846642
168,0,0,0.0015129885,0.00034558773,0.0015129885
169,0,0,0.0004121548,8.1300735e-05,0.0004121548
170,0,0,0.0021831736,0.0005299449,0.0021831736
171,0,0,0.00090642023,0.00019723177,0.00090642023
172,0,0,0.0012069761,0.0002722144,0.0012069761
173,0,0,0.000500292,0.000101447105,0.000500292
174,0,0,0.0017722992,0.00041669607,0.0017722992
175,0,0,0.001003512,0.00021976233,0.001003512
176,0,0,0.006898474,0.0019769669,0.006898474
177,0,0,0.0041121338,0.001085043,0.0041121338
178,0,0,0.0024697508,0.000605464,0.0024697508
179,0,0,0.0039856546,0.0010415316,0.0039856546
180,0,0,0.0023664676,0.0005799532,0.0023664676
181,0,0,0.0026560123,0.00066035986,0.0026560123
182,0,0,0.0009214105,0.00020104647,0.0009214105
183,0,0,0.002121431,0.0005016327,0.002121431
184,0,0,0.00084359426,0.00018149614,0.00084359426
185,0,0,0.0002259995,4.184246e-05,0.0002259995
186,0,0,0.0004326592,8.6307526e-05,0.0004326592
187,0,0,0.00013608809,2.3961067e-05,0.00013608809
188,0,0,6.444153e-05,1.0728836e-05,6.444153e-05
189,0,0,0.00064700353,0.00013506413,0.00064700353
190,0,0,0.00014149207,2.527237e-05,0.00014149207
191,0,0,0.00066891796,0.00014042854,0.00066891796
192,0,0,0.0003501159,6.842613e-05,0.0003501159
193,0,0,0.00068012765,0.00014317036,0.00068012765
194,0,0,0.00031231574,5.888939e-05,0.00031231574
195,0,0,0.0003148679,6.020069e-05,0.0003148679
196,0,0,0.0013027329,0.0002940297,0.0013027329
197,0,0,0.00019347572,3.528595e-05,0.00019347572
198,0,0,0.0002625382,4.9591064e-05,0.0002625382
199,0,0,0.000117363874,2.014637e-05,0.000117363874
200,0,0,0.00016481112,2.9444695e-05,0.00016481112
201,0,0,0.00014878505,2.6345253e-05,0.00014878505
202,0,0,4.809612e-05,7.748604e-06,4.809612e-05
203,0,0,0.00011141118,1.9311905e-05,0.00011141118
204,0,0,4.6045257e-05,7.390976e-06,4.6045257e-05
205,0,0,7.9989666e-05,1.347065e-05,7.9989666e-05
206,0,0,9.869524e-05,1.680851e-05,9.869524e-05
207,0,0,1.7762915e-05,2.503395e-06,1.7762915e-05
208,0,0,3.1780408e-05,4.887581e-06,3.1780408e-05
209,0,0,5.8464153e-05,9.417534e-06,5.8464153e-05
210,0,0,0.0006291043,0.00013136864,0.0006291043
211,0,0,0.001199557,0.00026994944,0.001199557
212,0,0,0.0010539406,0.0002335906,0.0010539406
213,0,0,0.00080816203,0.00017303228,0.00080816203
214,0,0,0.0014969135,0.00034570694,0.0014969135
215,0,0,0.0036592556,0.0009557605,0.0036592556
216,0,0,0.001550487,0.0003604889,0.001550487
217,0,0,0.0032638484,0.00083732605,0.0032638484
218,0,0,0.00068016176,0.00014317036,0.00068016176
219,0,0,0.0009613158,0.000210464,0.0009613158
220,0,0,0.001999693,0.00048089027,0.001999693
221,0,0,0.0011277655,0.00025206804,0.0011277655
222,0,0,0.002918067,0.0007379651,0.002918067
223,0,0,0.006237718,0.0017658472,0.006237718
224,0,0,0.0037736134,0.00099051,0.0037736134
225,0,0,0.007062799,0.0020329356,0.007062799
226,0,0,0.002887143,0.0007290244,0.002887143
227,0,0,0.023256375,0.008352041,0.023256375
228,0,0,0.0077211377,0.002260685,0.0077211377
229,0,0,0.0067940783,0.0019454956,0.0067940783
230,0,0,0.012085864,0.0038198233,0.012085864
231,0,0,0.011686004,0.0036723018,0.011686004
232,0,0,0.0181165,0.0061823726,0.0181165
233,0,0,0.028913239,0.010902286,0.028913239
234,0,0,0.052776966,0.023048341,0.052776966
235,0,0,0.0040209615,0.0010653138,0.0040209615
236,0,0,0.0063406792,0.0017980337,0.0063406792
237,0,0,0.003459365,0.00089615583,0.003459365
238,0,0,0.0084596975,0.0025161505,0.0084596975
239,0,0,0.00062424975,0.00012993813,0.00062424975
240,0,0,0.00446686,0.0011975765,0.00446686
241,0,0,0.0052984506,0.0014564991,0.0052984506
242,0,0,0.008010126,0.002359748,0.008010126
243,0,0,0.015620607,0.0051702857,0.015620607
244,0,0,0.036627993,0.014560401,0.036627993
245,0,0,0.006662815,0.0018963814,0.006662815
246,0,0,0.005728075,0.0015948415,0.005728075
247,0,0,0.0134069715,0.0043178797,0.0134069715
248,0,0,0.0019341238,0.0004620552,0.0019341238
249,0,0,0.0067715957,0.0019325614,0.0067715957
250,0,0,0.0016946723,0.00039750338,0.0016946723
251,0,0,0.0029022035,0.0007328391,0.0029022035
252,0,0,0.0008804283,0.0001911521,0.0008804283
253,0,0,0.005517782,0.0015292764,0.005517782
254,0,0,0.00597479,0.0016784072,0.00597479
255,0,0,0.005793346,0.001616478,0.005793346
256,0,0,0.006942819,0.0019987226,0.006942819
257,0,0,0.012366437,0.00392431,0.012366437
