window,actual,predict,entropy,un_prob,overall
1,0,1,0.6246202,0.4713717,0.6246202
2,0,1,0.8360946,0.68606,0.8360946
3,0,6,0.79981786,0.6249542,0.79981786
4,0,6,0.8647228,0.65847564,0.8647228
5,0,6,0.9217772,0.6966993,0.9217772
6,0,4,0.94930375,0.77771676,0.94930375
7,0,0,0.94681036,0.7860969,0.94681036
8,0,4,0.9163578,0.76001775,0.9163578
9,0,4,0.8766494,0.66907984,0.8766494
10,0,2,0.9093199,0.77629846,0.9093199
11,0,6,0.66288674,0.4441772,0.66288674
12,0,6,0.41194603,0.4674598,0.4674598
13,0,1,0.36510605,0.43955076,0.43955076
14,0,6,0.37327647,0.48626763,0.48626763
15,0,1,0.44818816,0.39240658,0.44818816
16,0,1,0.5110019,0.38515437,0.5110019
17,0,6,0.79807633,0.59832454,0.79807633
18,0,5,0.89566636,0.7465267,0.89566636
19,0,4,0.94932765,0.78514415,0.94932765
20,0,0,0.8621358,0.64625514,0.8621358
21,0,0,0.85146475,0.6477461,0.85146475
22,0,4,0.88883924,0.74851906,0.88883924
23,0,7,0.6988146,0.522602,0.6988146
24,0,4,0.870077,0.6830952,0.870077
25,0,1,0.7841578,0.5625694,0.7841578
26,0,1,0.7805594,0.51733655,0.7805594
27,0,1,0.9225247,0.7343755,0.9225247
28,0,1,0.7998632,0.56513095,0.7998632
29,0,5,0.8373978,0.65734243,0.8373978
30,0,0,0.67015123,0.45202845,0.67015123
31,0,0,0.6811566,0.46132612,0.6811566
32,0,0,0.56935096,0.41191584,0.56935096
33,0,5,0.2941038,0.16321492,0.2941038
34,0,5,0.33105743,0.19753712,0.33105743
35,0,5,0.25375313,0.12915742,0.25375313
36,0,5,0.51114076,0.3749439,0.51114076
37,0,5,0.74996364,0.5836234,0.74996364
38,0,5,0.2620072,0.12247133,0.2620072
39,0,5,0.08591554,0.03079766,0.08591554
40,0,5,0.023746552,0.0070543885,0.023746552
41,0,5,0.011311266,0.0031609535,0.011311266
42,0,5,0.02531382,0.008151054,0.02531382
43,0,5,0.11175412,0.04663229,0.11175412
44,0,0,0.47279653,0.47280073,0.47280073
45,0,5,0.43070313,0.3675745,0.43070313
46,0,5,0.3325898,0.24244529,0.3325898
47,0,5,0.41735587,0.393695,0.41735587
48,0,5,0.3827889,0.27473563,0.3827889
49,0,5,0.43753678,0.29926896,0.43753678
50,0,5,0.33472112,0.20125932,0.33472112
51,0,0,0.4590054,0.53338754,0.53338754
52,0,5,0.42605543,0.45404947,0.45404947
53,0,5,0.46516916,0.53796434,0.53796434
54,0,5,0.51257336,0.5339025,0.5339025
55,0,0,0.49277478,0.53342724,0.53342724
56,0,5,0.29148772,0.18454385,0.29148772
57,0,5,0.17508987,0.08395761,0.17508987
58,0,5,0.26688612,0.16114342,0.26688612
59,0,5,0.412301,0.3025276,0.412301
60,0,5,0.47693443,0.29877567,0.47693443
61,0,5,0.35525936,0.23247373,0.35525936
62,0,5,0.38984376,0.33639574,0.38984376
63,0,5,0.36270276,0.2805736,0.36270276
64,0,5,0.028282426,0.008979738,0.028282426
65,0,5,0.042605318,0.014005303,0.042605318
66,0,5,0.1731219,0.085599065,0.1731219
67,0,5,0.30809638,0.18513429,0.30809638
68,0,5,0.25216198,0.12013495,0.25216198
69,0,5,0.43185535,0.24672067,0.43185535
70,0,5,0.53483355,0.4846756,0.53483355
71,0,5,0.52488875,0.5091326,0.52488875
72,0,5,0.5324879,0.39605135,0.5324879
73,0,0,0.59278685,0.5186213,0.59278685
74,0,5,0.51621234,0.4872144,0.51621234
75,0,5,0.4494144,0.3145218,0.4494144
76,0,5,0.15236019,0.06445974,0.15236019
77,0,5,0.31419992,0.19135034,0.31419992
78,0,5,0.13774104,0.05750215,0.13774104
79,0,5,0.07784808,0.028905451,0.07784808
80,0,5,0.30205083,0.17940289,0.30205083
81,0,5,0.2299679,0.11247063,0.2299679
82,0,5,0.31289747,0.18710095,0.31289747
83,0,5,0.24941818,0.1285224,0.24941818
84,0,5,0.24075748,0.122667015,0.24075748
85,0,5,0.20484692,0.10053158,0.20484692
86,0,5,0.115895405,0.04291725,0.115895405
87,0,5,0.033757813,0.010902286,0.033757813
88,0,5,0.047417026,0.015945017,0.047417026
89,0,5,0.060008228,0.021404803,0.060008228
90,0,5,0.048073716,0.017146766,0.048073716
91,0,5,0.05316477,0.018313766,0.05316477
92,0,5,0.12718247,0.05018407,0.12718247
93,0,5,0.07693349,0.028334916,0.07693349
94,0,5,0.061244484,0.021398783,0.061244484
95,0,5,0.07193298,0.02635485,0.07193298
96,0,5,0.31333014,0.19271594,0.31333014
97,0,5,0.3616571,0.23876268,0.3616571
98,0,5,0.35426298,0.23116273,0.35426298
99,0,5,0.19050533,0.086677074,0.19050533
100,0,5,0.14341906,0.06538147,0.14341906
101,0,5,0.1391352,0.061345696,0.1391352
102,0,5,0.16515024,0.07258785,0.16515024
103,0,5,0.27024317,0.13811725,0.27024317
