window,actual,predict,entropy,un_prob,overall
1,0,0,0.08383677,0.032663345,0.08383677
2,0,0,0.0890596,0.034673095,0.0890596
3,0,0,0.07966697,0.030933797,0.07966697
4,0,0,0.0685669,0.026844084,0.0685669
5,0,0,0.09994951,0.041451693,0.09994951
6,0,0,0.1306616,0.055672526,0.1306616
7,0,0,0.0652502,0.024906576,0.0652502
8,0,0,0.06641991,0.026037455,0.06641991
9,0,0,0.07713507,0.031265438,0.07713507
10,0,0,0.05970704,0.022943318,0.05970704
11,0,0,0.13502012,0.05651927,0.13502012
12,0,0,0.11298571,0.046875596,0.11298571
13,0,0,0.10073155,0.042261958,0.10073155
14,0,0,0.102792665,0.044766545,0.102792665
15,0,0,0.1384377,0.062159836,0.1384377
16,0,0,0.124551326,0.053492546,0.124551326
17,0,0,0.0771787,0.030891418,0.0771787
18,0,0,0.08286381,0.034101725,0.08286381
19,0,0,0.087833665,0.036566794,0.087833665
20,0,0,0.06821918,0.026329577,0.06821918
21,0,0,0.055014536,0.020127416,0.055014536
22,0,0,0.047379814,0.016892076,0.047379814
23,0,0,0.048067827,0.017546654,0.048067827
24,0,0,0.04769329,0.0173949,0.04769329
25,0,0,0.058253195,0.022180855,0.058253195
26,0,0,0.06563008,0.025265932,0.06563008
27,0,0,0.06588089,0.025188148,0.06588089
28,0,0,0.05806319,0.022068322,0.05806319
29,0,0,0.06254698,0.023679316,0.06254698
30,0,0,0.06423406,0.024786592,0.06423406
31,0,0,0.069453254,0.026551485,0.069453254
32,0,0,0.06558029,0.02489239,0.06558029
33,0,0,0.05948517,0.022479951,0.05948517
34,0,0,0.05829089,0.022187352,0.05829089
35,0,0,0.05811207,0.022002995,0.05811207
36,0,0,0.04969484,0.018449545,0.04969484
37,0,0,0.049698994,0.017913818,0.049698994
38,0,0,0.054648075,0.019896507,0.054648075
39,0,0,0.054672748,0.020361781,0.054672748
40,0,0,0.05295239,0.020098448,0.05295239
41,0,0,0.071020134,0.02835375,0.071020134
42,0,0,0.06691136,0.025897086,0.06691136
43,0,0,0.0577754,0.022361338,0.0577754
44,0,0,0.07593056,0.03038174,0.07593056
45,0,0,0.065230995,0.024895906,0.065230995
46,0,0,0.06447727,0.02499777,0.06447727
47,0,0,0.073389724,0.028948069,0.073389724
48,0,0,0.0710771,0.027188718,0.0710771
49,0,0,0.082459815,0.033010602,0.082459815
50,0,0,0.06150518,0.023602247,0.06150518
51,0,0,0.08136166,0.033252776,0.08136166
