window,actual,predict,entropy,un_prob,overall
1,0,7,0.46731445,0.5215491,0.5215491
2,0,7,0.44482815,0.48884135,0.48884135
3,0,7,0.45933858,0.5140587,0.5140587
4,0,7,0.46094984,0.5339156,0.5339156
5,0,6,0.47911775,0.54791,0.54791
6,0,6,0.47111896,0.54393256,0.54393256
7,0,7,0.46686018,0.53571725,0.53571725
8,0,7,0.45365062,0.5214896,0.5214896
9,0,6,0.52448255,0.58630383,0.58630383
10,0,5,0.4742517,0.43869245,0.4742517
11,0,5,0.36417872,0.2661829,0.36417872
12,0,5,0.44537404,0.39252532,0.44537404
13,0,5,0.5228013,0.574504,0.574504
14,0,5,0.52544326,0.5840883,0.5840883
15,0,5,0.52463615,0.5775726,0.5775726
16,0,5,0.52076304,0.57070315,0.57070315
17,0,5,0.4948105,0.4829533,0.4948105
18,0,6,0.50967896,0.5469781,0.5469781
19,0,6,0.5149879,0.53840566,0.53840566
20,0,6,0.5238064,0.52569854,0.52569854
21,0,6,0.51638913,0.5552721,0.5552721
22,0,6,0.51036674,0.54570264,0.54570264
23,0,6,0.52721465,0.5422708,0.5422708
24,0,6,0.53041273,0.5389016,0.5389016
25,0,6,0.5350462,0.5239551,0.5350462
26,0,6,0.5240453,0.54966944,0.54966944
27,0,6,0.5155825,0.54239714,0.54239714
28,0,6,0.5198774,0.4859345,0.5198774
29,0,6,0.5318484,0.5366262,0.5366262
30,0,6,0.5271411,0.49773544,0.5271411
31,0,6,0.5357338,0.4959423,0.5357338
32,0,6,0.5362415,0.5325128,0.5362415
33,0,6,0.53172725,0.5224135,0.53172725
34,0,6,0.5390622,0.5261502,0.5390622
35,0,6,0.5330187,0.5382922,0.5382922
36,0,6,0.5321579,0.51718247,0.5321579
37,0,6,0.52527547,0.5045315,0.52527547
38,0,6,0.52220976,0.53063035,0.53063035
39,0,6,0.52730775,0.5471239,0.5471239
40,0,6,0.51271635,0.5444397,0.5444397
41,0,7,0.49175945,0.57001746,0.57001746
42,0,7,0.47703665,0.5388253,0.5388253
43,0,7,0.48303768,0.5570102,0.5570102
44,0,7,0.47512978,0.5482892,0.5482892
45,0,7,0.4779607,0.560663,0.560663
46,0,6,0.49749812,0.53369987,0.53369987
47,0,6,0.50612736,0.5240792,0.5240792
48,0,6,0.5036494,0.48752928,0.5036494
49,0,6,0.51466244,0.5013016,0.51466244
50,0,6,0.539357,0.5046489,0.539357
51,0,6,0.5360366,0.4866215,0.5360366
52,0,6,0.5586092,0.51390964,0.5586092
53,0,6,0.6404437,0.60515004,0.6404437
54,0,6,0.6780829,0.6165433,0.6780829
55,0,0,0.74265444,0.70523876,0.74265444
56,0,0,0.73047537,0.6667341,0.73047537
57,0,5,0.7410113,0.6778122,0.7410113
58,0,5,0.7340788,0.6039008,0.7340788
59,0,5,0.7576339,0.6707725,0.7576339
60,0,0,0.73520225,0.6372415,0.73520225
61,0,0,0.70964056,0.58544713,0.70964056
62,0,0,0.6630258,0.49706423,0.6630258
63,0,5,0.7359027,0.68025947,0.7359027
64,0,5,0.7103421,0.5564419,0.7103421
65,0,5,0.7421011,0.608842,0.7421011
66,0,5,0.75895214,0.7228086,0.75895214
67,0,0,0.7332938,0.63430166,0.7332938
68,0,6,0.7465186,0.67694813,0.7465186
69,0,6,0.7313238,0.6421503,0.7313238
70,0,6,0.6351161,0.56012076,0.6351161
71,0,6,0.5744865,0.55473197,0.5744865
72,0,5,0.54162735,0.5551307,0.5551307
73,0,6,0.5816464,0.560927,0.5816464
