window,actual,predict,entropy,un_prob,overall
1,0,7,0.5276329,0.63720345,0.63720345
2,0,7,0.47634718,0.5011181,0.5011181
3,0,7,0.49482584,0.5753951,0.5753951
4,0,6,0.5249635,0.5985944,0.5985944
5,0,6,0.51745206,0.5561917,0.5561917
6,0,6,0.49504048,0.5647323,0.5647323
7,0,6,0.5029971,0.52663946,0.52663946
8,0,6,0.5393481,0.60786194,0.60786194
9,0,6,0.52613753,0.55662596,0.55662596
10,0,6,0.5316308,0.5595693,0.5595693
11,0,6,0.52627426,0.598745,0.598745
12,0,6,0.528849,0.5963267,0.5963267
13,0,7,0.52248174,0.6035011,0.6035011
14,0,7,0.47119528,0.5230943,0.5230943
15,0,7,0.45317468,0.5190121,0.5190121
16,0,6,0.4898094,0.52918273,0.52918273
17,0,7,0.47072193,0.53485096,0.53485096
18,0,7,0.42225546,0.45369685,0.45369685
19,0,7,0.43098313,0.47054857,0.47054857
20,0,7,0.44246966,0.51822555,0.51822555
21,0,7,0.44833037,0.51338494,0.51338494
22,0,7,0.46287996,0.5497114,0.5497114
23,0,6,0.47598425,0.5352992,0.5352992
24,0,6,0.48756742,0.5393049,0.5393049
25,0,6,0.48087892,0.55201113,0.55201113
26,0,6,0.46599454,0.5413007,0.5413007
27,0,6,0.50909936,0.5248933,0.5248933
28,0,6,0.4887902,0.5286087,0.5286087
29,0,7,0.47799146,0.52989805,0.52989805
30,0,7,0.4629653,0.5147123,0.5147123
31,0,7,0.50064003,0.57274854,0.57274854
32,0,6,0.5132609,0.5813602,0.5813602
33,0,6,0.5232801,0.59433657,0.59433657
34,0,6,0.5311003,0.6351274,0.6351274
35,0,6,0.52780396,0.6114905,0.6114905
36,0,6,0.5115623,0.5571542,0.5571542
37,0,6,0.5370361,0.61008596,0.61008596
38,0,6,0.5150225,0.5724089,0.5724089
39,0,6,0.5115674,0.58176607,0.58176607
40,0,7,0.48124832,0.53883564,0.53883564
41,0,6,0.48491937,0.5191211,0.5191211
42,0,7,0.4155008,0.3945096,0.4155008
43,0,7,0.39269343,0.37433422,0.39269343
44,0,7,0.43849313,0.5104771,0.5104771
45,0,7,0.34468436,0.2965381,0.34468436
46,0,7,0.31545737,0.25887978,0.31545737
47,0,7,0.2438225,0.17744094,0.2438225
48,0,7,0.26173425,0.19252795,0.26173425
49,0,7,0.22091685,0.15200514,0.22091685
50,0,7,0.26570928,0.20084983,0.26570928
51,0,7,0.31258038,0.26497352,0.31258038
