window,actual,predict,entropy,un_prob,overall
1,0,0,0.068124235,0.024642706,0.068124235
2,0,0,0.060620718,0.021568239,0.060620718
3,0,0,0.033622175,0.01112473,0.033622175
4,0,0,0.045141757,0.015747845,0.045141757
5,0,0,0.049320105,0.018471599,0.049320105
6,0,0,0.064077415,0.022897005,0.064077415
7,0,0,0.07632295,0.028194427,0.07632295
8,0,0,0.068945326,0.02468741,0.068945326
9,0,0,0.053367082,0.018231511,0.053367082
10,0,0,0.14489162,0.061428547,0.14489162
11,0,0,0.1392821,0.058398068,0.1392821
12,0,0,0.22907624,0.116932034,0.22907624
13,0,0,0.32296783,0.18258262,0.32296783
14,0,0,0.3670131,0.24427104,0.3670131
15,0,0,0.17209095,0.07708651,0.17209095
16,0,0,0.28223726,0.16132623,0.28223726
17,0,0,0.24210617,0.13030398,0.24210617
18,0,0,0.3270352,0.20085496,0.3270352
19,0,0,0.20605156,0.0983215,0.20605156
20,0,0,0.19949739,0.09661436,0.19949739
21,0,0,0.08730844,0.032739222,0.08730844
22,0,0,0.120080784,0.048514426,0.120080784
23,0,0,0.06965191,0.025155962,0.06965191
24,0,0,0.035056524,0.011657298,0.035056524
25,0,0,0.032395966,0.01122278,0.032395966
26,0,0,0.026577618,0.009098649,0.026577618
27,0,0,0.03289404,0.011926234,0.03289404
28,0,0,0.021523718,0.007255912,0.021523718
29,0,0,0.017503042,0.0057228208,0.017503042
30,0,0,0.02253505,0.007633984,0.02253505
31,0,0,0.017827403,0.0058395267,0.017827403
32,0,0,0.022652263,0.007653594,0.022652263
33,0,0,0.016610224,0.005388975,0.016610224
34,0,0,0.016081069,0.005144596,0.016081069
35,0,0,0.016908387,0.00550133,0.016908387
36,0,0,0.020465242,0.006930411,0.020465242
37,0,0,0.018317036,0.0061042905,0.018317036
38,0,0,0.016215045,0.0052850842,0.016215045
39,0,0,0.016966505,0.0055738688,0.016966505
40,0,0,0.015281527,0.0049329996,0.015281527
41,0,0,0.027112613,0.009756267,0.027112613
42,0,0,0.019253988,0.0064677,0.019253988
43,0,0,0.01874212,0.006243825,0.01874212
44,0,0,0.017590573,0.0057459474,0.017590573
45,0,0,0.018658847,0.006184578,0.018658847
46,0,0,0.020048281,0.0067364573,0.020048281
47,0,0,0.017591888,0.0057763457,0.017591888
48,0,0,0.014673645,0.00468266,0.014673645
49,0,0,0.018891659,0.0063218474,0.018891659
50,0,0,0.01475221,0.0047519803,0.01475221
51,0,0,0.013911627,0.0044357777,0.013911627
52,0,0,0.015267195,0.0049409866,0.015267195
53,0,0,0.013522429,0.004298508,0.013522429
54,0,0,0.017961133,0.006005466,0.017961133
55,0,0,0.013493904,0.0042778254,0.013493904
56,0,0,0.013931702,0.0044552684,0.013931702
57,0,0,0.013935394,0.004445851,0.013935394
58,0,0,0.014213877,0.004545212,0.014213877
59,0,0,0.019466802,0.006589949,0.019466802
60,0,0,0.01577243,0.005117297,0.01577243
61,0,0,0.024825647,0.008759439,0.024825647
62,0,0,0.018917657,0.0063394904,0.018917657
63,0,0,0.015939001,0.0051735044,0.015939001
64,0,0,0.01781268,0.0059216022,0.01781268
65,0,0,0.020415172,0.0069358945,0.020415172
66,0,0,0.015321597,0.004953742,0.015321597
67,0,0,0.018383434,0.0061393976,0.018383434
68,0,0,0.014668995,0.004702866,0.014668995
69,0,0,0.022606175,0.007851601,0.022606175
70,0,0,0.017199954,0.005655527,0.017199954
71,0,0,0.019921225,0.006744504,0.019921225
72,0,0,0.018431244,0.0061564445,0.018431244
73,0,0,0.018289357,0.0060887337,0.018289357
74,0,0,0.014501121,0.0046589375,0.014501121
75,0,0,0.014801046,0.004766524,0.014801046
76,0,0,0.014441556,0.0046376586,0.014441556
77,0,0,0.013663284,0.00434494,0.013663284
78,0,0,0.012971018,0.004080832,0.012971018
