window,actual,predict,entropy,un_prob,vacuity,dissonance,overall
1,0,5,0.252096,0.10109866,0.11554128,0.0,0.2520959973335266
2,0,0,0.48082364,0.38549513,0.1036849,0.5895416587591171,0.5895416587591171
3,0,5,0.4355616,0.314631,0.08933061,0.4729333594441414,0.4729333594441414
4,0,5,0.41039857,0.2780472,0.084279895,0.4086046367883682,0.41039857268333435
5,0,5,0.481592,0.4758107,0.08786762,0.7978531420230865,0.7978531420230865
6,0,5,0.48064747,0.52276945,0.08475518,0.8972172141075134,0.8972172141075134
7,0,5,0.48354533,0.40590137,0.10062903,0.6357018947601318,0.6357018947601318
8,0,5,0.41370863,0.24389172,0.11047566,0.29445096477866173,0.4137086272239685
9,0,0,0.4683568,0.42896026,0.083640814,0.7115490734577179,0.7115490734577179
10,0,5,0.48682177,0.5330891,0.08924574,0.9099981784820557,0.9099981784820557
11,0,0,0.36755794,0.22533959,0.0765388,0.31673630326986313,0.36755794286727905
12,0,0,0.14789832,0.052411973,0.05989939,0.0,0.14789831638336182
13,0,0,0.32513228,0.1874094,0.06447458,0.2619882710278034,0.32513228058815
14,0,0,0.25303623,0.114946544,0.06741828,0.11191117530688643,0.253036230802536
15,0,0,0.16722931,0.060857475,0.06955141,0.0,0.1672293096780777
16,0,0,0.41307682,0.33389384,0.063474774,0.5567068457603455,0.5567068457603455
17,0,0,0.4091095,0.31115544,0.06820059,0.502959817647934,0.502959817647934
18,0,0,0.25594088,0.1232816,0.058460474,0.14425728656351566,0.25594088435173035
19,0,0,0.27927253,0.14661944,0.056424737,0.19449562579393387,0.27927252650260925
20,0,0,0.42591026,0.3818164,0.06056857,0.657637745141983,0.657637745141983
21,0,0,0.40078232,0.29488564,0.06790131,0.4709440544247627,0.4709440544247627
22,0,0,0.15094699,0.053725243,0.061400294,0.0,0.1509469896554947
23,0,0,0.39418814,0.28727865,0.06571871,0.45954950898885727,0.45954950898885727
24,0,0,0.30612952,0.17285788,0.05833894,0.2436225414276123,0.306129515171051
25,0,0,0.13142888,0.0454427,0.05193454,0.0,0.13142888247966766
26,0,5,0.45151526,0.5185429,0.06416297,0.9248006343841553,0.9248006343841553
27,0,0,0.43709126,0.43044734,0.060222626,0.7555050849914551,0.7555050849914551
28,0,0,0.42044705,0.3346297,0.0690158,0.5484817177057266,0.5484817177057266
29,0,5,0.4433183,0.44476706,0.0628556,0.7795368731021881,0.7795368731021881
30,0,0,0.4363395,0.4192055,0.061285973,0.731160432100296,0.731160432100296
31,0,5,0.4433825,0.44915414,0.062419057,0.7890749871730804,0.7890749871730804
32,0,5,0.4293369,0.37020224,0.065779865,0.6252896785736084,0.6252896785736084
33,0,5,0.44999075,0.48554188,0.06412524,0.8588645458221436,0.8588645458221436
34,0,0,0.44012782,0.44021475,0.061134696,0.7734437882900238,0.7734437882900238
35,0,0,0.31759405,0.19376433,0.052675724,0.29534610360860825,0.317594051361084
36,0,0,0.3101336,0.18430293,0.052884996,0.27605709061026573,0.31013360619544983
37,0,0,0.2704462,0.14170933,0.052516222,0.19151517376303673,0.27044621109962463
38,0,0,0.29219028,0.15743047,0.05871451,0.21211050264537334,0.292190283536911
39,0,0,0.2329529,0.10622144,0.055598736,0.11514508305117488,0.23295289278030396
40,0,0,0.13178562,0.045591414,0.052104473,0.0,0.13178561627864838
41,0,0,0.124451235,0.042555034,0.04863435,0.0,0.12445123493671417
42,0,0,0.36698225,0.26625794,0.05306518,0.4396517649292946,0.4396517649292946
43,0,0,0.2889403,0.16096818,0.052253246,0.2304930705577135,0.28894031047821045
44,0,0,0.39617893,0.30959898,0.058537602,0.516757071018219,0.516757071018219
45,0,0,0.2597724,0.1272502,0.057666898,0.1535832490772009,0.259772390127182
46,0,0,0.32724756,0.19265103,0.06230098,0.27627524733543396,0.3272475600242615
47,0,0,0.1312829,0.045381904,0.05186498,0.0,0.13128289580345154
48,0,0,0.14497165,0.05115807,0.058466375,0.0,0.14497165381908417
49,0,0,0.13432407,0.046652377,0.05331701,0.0,0.1343240737915039
50,0,0,0.1392036,0.048706174,0.05566424,0.0,0.13920359313488007
51,0,0,0.12308329,0.04199356,0.047992647,0.0,0.12308329343795776
52,0,0,0.29402697,0.15407759,0.064058065,0.1960534919053316,0.2940269708633423
53,0,0,0.117888175,0.03987533,0.045571804,0.0,0.11788817495107651
54,0,0,0.11426336,0.038410783,0.043897986,0.0,0.11426336318254471
55,0,0,0.114137866,0.038360238,0.04384029,0.0,0.11413786560297012
56,0,0,0.13878512,0.048529327,0.055462062,0.0,0.13878512382507324
57,0,0,0.11161075,0.037346065,0.042681217,0.0,0.11161074787378311
58,0,0,0.12133938,0.04128003,0.047177136,0.0,0.12133938074111938
59,0,0,0.11837143,0.040071428,0.045795918,0.0,0.11837142705917358
60,0,0,0.13304518,0.046117187,0.052705348,0.0,0.13304518163204193
61,0,0,0.09977661,0.032670498,0.03733772,0.0,0.09977661073207855
62,0,0,0.113599725,0.038143814,0.04359293,0.0,0.11359972506761551
63,0,0,0.115789935,0.0390262,0.04460138,0.0,0.11578993499279022
64,0,0,0.10563914,0.034971356,0.03996724,0.0,0.10563913732767105
65,0,0,0.12582159,0.043119013,0.049278915,0.0,0.12582159042358398
66,0,0,0.13440864,0.04668778,0.053357482,0.0,0.134408637881279
67,0,0,0.1566476,0.05619967,0.06422818,0.0,0.15664759278297424
68,0,0,0.21513423,0.090663016,0.05986756,0.07655783649533987,0.21513423323631287
69,0,0,0.1497233,0.053197265,0.060796857,0.0,0.14972330629825592
70,0,0,0.131971,0.04566872,0.052192807,0.0,0.13197100162506104
71,0,0,0.13712183,0.04782766,0.0546602,0.0,0.13712182641029358
72,0,0,0.17951982,0.06811005,0.060382307,0.03055107785621658,0.17951981723308563
73,0,0,0.13493228,0.046907365,0.053608418,0.0,0.134932279586792
74,0,0,0.11679316,0.03943175,0.045064867,0.0,0.11679316312074661
75,0,0,0.14060998,0.049301624,0.056344688,0.0,0.1406099796295166
76,0,0,0.11871967,0.04021287,0.045957565,0.0,0.1187196671962738
77,0,0,0.12837648,0.04417461,0.050485313,0.0,0.12837648391723633
78,0,0,0.13166574,0.045541406,0.052047312,0.0,0.13166573643684387
79,0,0,0.13263884,0.045947433,0.052511334,0.0,0.1326388418674469
80,0,0,0.18934323,0.07456362,0.057870567,0.047853837721049786,0.18934322893619537
81,0,0,0.22365423,0.09812373,0.057219625,0.09611317235976458,0.22365422546863556
82,0,0,0.1261833,0.043268144,0.049449325,0.0,0.12618330121040344
83,0,0,0.12655383,0.04342103,0.049624026,0.0,0.12655383348464966
84,0,0,0.38944018,0.29232043,0.059781075,0.48002395033836365,0.48002395033836365
85,0,0,0.4265301,0.3773365,0.062005997,0.6461624801158905,0.6461624801158905
86,0,0,0.4185894,0.36762428,0.058404207,0.63304103910923,0.63304103910923
87,0,0,0.3266434,0.20687991,0.05176282,0.3231749050319195,0.3266434073448181
88,0,0,0.12730373,0.043730736,0.049978018,0.0,0.12730373442173004
89,0,0,0.30581984,0.17790937,0.05387914,0.26153014227747917,0.3058198392391205
90,0,0,0.28527445,0.15716136,0.052158058,0.22304618172347546,0.2852744460105896
91,0,0,0.43507004,0.41699386,0.06071925,0.7277291119098663,0.7277291119098663
92,0,0,0.24625055,0.11963284,0.052247763,0.1478320024907589,0.24625055491924286
93,0,0,0.30671418,0.17856574,0.054183125,0.2623109668493271,0.30671417713165283
