window,actual,predict,entropy,un_prob,vacuity,dissonance,overall
1,0,0,0.3243494,0.13922292,0.15911174,2.2540724762101253e-07,0.32434940338134766
2,0,0,0.34245375,0.14932585,0.17065787,3.1069508902923277e-07,0.3424537479877472
3,0,0,0.33331424,0.14419794,0.16479743,3.148185598713115e-07,0.3333142399787903
4,0,0,0.32502595,0.13959652,0.15953875,2.23619302960886e-07,0.3250259459018707
5,0,0,0.3226007,0.13825881,0.15800995,2.2082105125624646e-07,0.32260069251060486
6,0,0,0.33141005,0.14313662,0.16358459,2.2093176115054488e-07,0.3314100503921509
7,0,0,0.34221727,0.14919245,0.1705054,3.1249484984415423e-07,0.34221726655960083
8,0,0,0.3338662,0.14450604,0.16514951,3.174719421598986e-07,0.3338662087917328
9,0,0,0.33275193,0.14388424,0.1644389,3.1652128271709145e-07,0.33275192975997925
10,0,0,0.32369164,0.13886005,0.15869707,2.2487193586472946e-07,0.32369163632392883
11,0,0,0.320713,0.13722038,0.15682316,2.2383354434452388e-07,0.32071301341056824
12,0,0,0.35360768,0.15566093,0.17789799,3.0500464754378066e-07,0.3536076843738556
13,0,0,0.35631058,0.15720892,0.179667,5.257708432436089e-07,0.35631057620048523
14,0,0,0.3442606,0.15034634,0.1718241,4.480082117392473e-07,0.3442606031894684
15,0,0,0.33847147,0.14708453,0.16809642,3.136879744611581e-07,0.3384714722633362
16,0,0,0.3559073,0.15697771,0.17940295,2.1433268667386515e-07,0.35590729117393494
17,0,0,0.44660673,0.21186662,0.24213177,1.1281247421811082e-06,0.44660672545433044
18,0,0,0.53227574,0.26938194,0.3078211,6.665122193226362e-05,0.5322757363319397
19,0,5,0.9892205,0.79982007,0.9127059,0.0017042517117658255,0.9892204999923706
20,0,5,0.9843404,0.7848773,0.8770727,0.033995078507528725,0.9843404293060303
21,0,5,0.9935231,0.83488435,0.89582855,0.08416051249326806,0.993523120880127
22,0,5,0.99570996,0.8329592,0.9201579,0.03823618206677271,0.9957099556922913
23,0,5,0.98433286,0.7918344,0.8590742,0.07837559519015756,0.9843328595161438
24,0,0,0.76323915,0.4609756,0.5255339,0.0012801295766695338,0.7632391452789307
25,0,0,0.5621445,0.2908739,0.332264,0.0001387284678722377,0.5621445178985596
26,0,0,0.55047953,0.2823859,0.32263434,7.170850418370931e-05,0.550479531288147
27,0,0,0.40672565,0.18700975,0.21372062,5.957263347385156e-06,0.4067256450653076
28,0,0,0.38415495,0.17344862,0.19822526,2.3338526592106115e-06,0.38415494561195374
29,0,0,0.39329296,0.17889571,0.20445138,1.1648326131146166e-06,0.39329296350479126
30,0,0,0.33290353,0.14396882,0.16453552,4.5561980889386385e-07,0.33290353417396545
31,0,0,0.34161103,0.14885068,0.17011476,4.514845555826925e-07,0.34161102771759033
32,0,0,0.5950327,0.31548905,0.36053258,2.7257027196831674e-05,0.5950326919555664
33,0,0,0.7252923,0.42470825,0.48413014,0.0019481397448896697,0.7252923250198364
34,0,0,0.75429755,0.45243192,0.5069182,0.017222755339786438,0.7542975544929504
35,0,0,0.8331469,0.5354295,0.6082264,0.005896185160113686,0.8331469297409058
