window,actual,predict,entropy,un_prob,vacuity,dissonance,overall
1,0,0,0.29702115,0.12439126,0.14216149,0.0,0.29702115058898926
2,0,0,0.23348932,0.091849625,0.10497099,0.0,0.23348931968212128
3,0,0,0.17126878,0.062657416,0.071608484,0.0,0.1712687760591507
4,0,0,0.20022681,0.0759058,0.086749494,0.0,0.2002268135547638
5,0,0,0.16784939,0.061133027,0.0698663,0.0,0.16784939169883728
6,0,0,0.16215128,0.05861187,0.06698495,0.0,0.1621512770652771
7,0,0,0.15838252,0.056957603,0.06509441,0.0,0.15838252007961273
8,0,0,0.15596557,0.055902302,0.06388837,0.0,0.15596556663513184
9,0,0,0.16167313,0.058401406,0.06674445,0.0,0.16167312860488892
10,0,0,0.27689907,0.11379093,0.13004678,0.0,0.2768990695476532
11,0,0,0.23532097,0.092749655,0.10599959,0.0,0.23532097041606903
12,0,0,0.31213516,0.13253194,0.15146506,0.0,0.31213515996932983
13,0,0,0.46294096,0.22704929,0.21708417,0.07420131098479033,0.4629409611225128
14,0,0,0.36536947,0.16243356,0.18563837,0.0,0.3653694689273834
15,0,0,0.20291151,0.07716417,0.088187635,0.0,0.20291151106357574
16,0,0,0.15010296,0.05336088,0.060983896,0.0,0.15010295808315277
17,0,0,0.15353379,0.054844975,0.062680006,0.0,0.15353378653526306
18,0,0,0.15284435,0.054546118,0.06233841,0.0,0.1528443545103073
19,0,0,0.15284562,0.054546654,0.062339008,0.0,0.1528456211090088
20,0,0,0.14979924,0.053230047,0.06083429,0.0,0.14979924261569977
21,0,0,0.15697312,0.056341708,0.06439054,0.0,0.15697312355041504
22,0,0,0.15479869,0.05539441,0.06330788,0.0,0.154798686504364
23,0,0,0.15037727,0.053479195,0.06111908,0.0,0.1503772735595703
24,0,0,0.15020294,0.053404033,0.06103319,0.0,0.1502029448747635
25,0,0,0.15481362,0.055400908,0.06331533,0.0,0.15481361746788025
26,0,0,0.14485127,0.05110663,0.058407605,0.0,0.14485126733779907
27,0,0,0.14700046,0.05202669,0.05945903,0.0,0.14700046181678772
28,0,0,0.28152403,0.11620337,0.13280386,0.0,0.28152403235435486
29,0,0,0.25631297,0.10322732,0.11797404,0.0,0.2563129663467407
30,0,6,0.72888285,0.5177387,0.3296277,0.41606011032126844,0.7288828492164612
31,0,0,0.65751463,0.51041704,0.25158167,0.5805661082267761,0.6575146317481995
32,0,6,0.7019107,0.42577052,0.3697086,0.18744209763826802,0.701910674571991
33,0,6,0.7514536,0.6286427,0.3534237,0.6387938857078552,0.7514535784721375
34,0,0,0.34299165,0.14962941,0.17100507,0.0,0.3429916501045227
35,0,0,0.225604,0.08800101,0.100572586,0.0,0.22560399770736694
36,0,0,0.13986678,0.048986793,0.055984914,0.0,0.13986678421497345
37,0,0,0.14042716,0.04922414,0.056256175,0.0,0.14042715728282928
38,0,0,0.1421527,0.04995656,0.057093203,0.0,0.14215269684791565
39,0,0,0.14382553,0.050668836,0.057907224,0.0,0.14382553100585938
40,0,0,0.14227419,0.050008237,0.05715221,0.0,0.1422741860151291
41,0,0,0.14182417,0.049816906,0.05693364,0.0,0.1418241709470749
42,0,0,0.1453266,0.051309824,0.058639765,0.0,0.14532659947872162
43,0,0,0.13769616,0.048069715,0.054936767,0.0,0.13769616186618805
44,0,0,0.1447431,0.05106044,0.058354795,0.0,0.14474309980869293
45,0,0,0.1460313,0.051611304,0.0589844,0.0,0.14603130519390106
46,0,0,0.14309646,0.050358117,0.05755216,0.0,0.143096461892128
47,0,0,0.14521357,0.051261485,0.05858457,0.0,0.14521357417106628
48,0,0,0.15128803,0.053872585,0.061568677,0.0,0.15128803253173828
49,0,0,0.1453379,0.051314652,0.058645308,0.0,0.14533789455890656
50,0,0,0.14355987,0.050555587,0.057777822,0.0,0.14355987310409546
51,0,0,0.14698121,0.052018344,0.059449553,0.0,0.14698120951652527
52,0,0,0.14907666,0.052918732,0.060478568,0.0,0.1490766555070877
53,0,0,0.13867265,0.048481822,0.055407763,0.0,0.13867264986038208
54,0,0,0.13812661,0.04825127,0.05514431,0.0,0.13812661170959473
55,0,0,0.13570565,0.047231972,0.053979397,0.0,0.13570564985275269
56,0,0,0.14381951,0.050666273,0.057904303,0.0,0.14381951093673706
57,0,0,0.13719569,0.047858775,0.054695725,0.0,0.13719569146633148
58,0,0,0.14405838,0.050768137,0.05802071,0.0,0.14405837655067444
59,0,0,0.1430504,0.050338507,0.057529747,0.0,0.1430504024028778
60,0,0,0.14416468,0.050813496,0.058072567,0.0,0.14416468143463135
61,0,0,0.14410724,0.050789,0.058044553,0.0,0.14410723745822906
62,0,0,0.1487236,0.0527668,0.06030488,0.0,0.14872360229492188
63,0,0,0.14561395,0.05143273,0.058780253,0.0,0.14561395347118378
64,0,0,0.14346945,0.050517023,0.057733774,0.0,0.1434694528579712
65,0,0,0.15185992,0.054119885,0.061851263,0.0,0.15185992419719696
66,0,0,0.14627959,0.05171764,0.059105933,0.0,0.14627958834171295
67,0,0,0.13978389,0.048951685,0.0559448,0.0,0.13978388905525208
68,0,0,0.13977942,0.048949778,0.055942595,0.0,0.13977941870689392
69,0,0,0.1400732,0.049074173,0.056084752,0.0,0.14007319509983063
70,0,0,0.13709107,0.047814727,0.05464536,0.0,0.13709107041358948
71,0,0,0.13884105,0.04855293,0.055489063,0.0,0.13884104788303375
72,0,0,0.14875498,0.05278027,0.060320318,0.0,0.14875498414039612
73,0,0,0.14707564,0.052058876,0.059495866,0.0,0.14707563817501068
74,0,0,0.14663485,0.05186987,0.05927986,0.0,0.14663484692573547
75,0,0,0.14730188,0.052155912,0.05960679,0.0,0.14730188250541687
76,0,0,0.14496662,0.051155925,0.05846393,0.0,0.14496661722660065
77,0,0,0.1403989,0.049212158,0.056242466,0.0,0.14039890468120575
78,0,0,0.13733079,0.047915697,0.054760814,0.0,0.1373307853937149
79,0,0,0.13401912,0.046524644,0.05317098,0.0,0.13401912152767181
80,0,0,0.13786155,0.048139453,0.055016518,0.0,0.13786154985427856
81,0,0,0.13733466,0.047917306,0.05476266,0.0,0.1373346596956253
82,0,0,0.13891867,0.048585773,0.055526555,0.0,0.1389186680316925
83,0,0,0.13823444,0.04829675,0.055196285,0.0,0.1382344365119934
84,0,0,0.14033352,0.04918444,0.056210816,0.0,0.14033351838588715
85,0,0,0.14433081,0.050884426,0.05815357,0.0,0.14433081448078156
86,0,0,0.14386636,0.05068624,0.05792713,0.0,0.14386636018753052
87,0,0,0.1438925,0.050697386,0.057939887,0.0,0.14389249682426453
88,0,0,0.14503033,0.051183164,0.058495045,0.0,0.14503033459186554
89,0,0,0.14633335,0.051740706,0.05913222,0.0,0.14633335173130035
90,0,0,0.14607742,0.051631093,0.05900693,0.0,0.14607742428779602
91,0,0,0.13828124,0.04831654,0.055218875,0.0,0.13828124105930328
92,0,0,0.13879223,0.048532307,0.05546552,0.0,0.1387922316789627
93,0,0,0.1374274,0.047956407,0.054807305,0.0,0.1374274045228958
94,0,0,0.13507211,0.046966016,0.053675413,0.0,0.13507211208343506
95,0,0,0.1356994,0.04722935,0.053976417,0.0,0.13569940626621246
96,0,0,0.13521329,0.047025263,0.053743124,0.0,0.13521328568458557
97,0,0,0.13476779,0.046838343,0.05352956,0.0,0.1347677856683731
98,0,0,0.13814388,0.048258543,0.055152655,0.0,0.1381438821554184
99,0,0,0.13852242,0.048418343,0.055335283,0.0,0.1385224163532257
100,0,0,0.14006989,0.049072802,0.056083202,0.0,0.1400698870420456
101,0,0,0.14207867,0.04992509,0.05705726,0.0,0.14207866787910461
102,0,0,0.14673221,0.051911592,0.059327543,0.0,0.14673221111297607
103,0,0,0.16003576,0.057681978,0.06592226,0.0,0.16003575921058655
104,0,0,0.2552918,0.10271078,0.11738372,0.0,0.25529178977012634
105,0,0,0.5492409,0.30637228,0.23614603,0.19948896765708923,0.5492408871650696
106,0,5,0.5952522,0.34771788,0.26342314,0.23444519937038422,0.5952522158622742
107,0,5,0.5565356,0.31032002,0.24396247,0.19370577111840248,0.5565356016159058
108,0,5,0.5137498,0.25644106,0.2930755,0.0,0.5137497782707214
109,0,5,0.59651434,0.31662273,0.36185455,0.0,0.5965143442153931
110,0,5,0.51203394,0.25525713,0.29172242,0.0,0.5120339393615723
111,0,5,0.44184643,0.20883822,0.23867226,0.0,0.44184643030166626
112,0,5,0.38060135,0.17134607,0.19582409,0.0,0.38060134649276733
113,0,5,0.61466384,0.42001808,0.23272681,0.4327642694115639,0.61466383934021
114,0,0,0.2780952,0.1144135,0.13075829,0.0,0.27809518575668335
115,0,0,0.33683583,0.14616704,0.16704804,0.0,0.3368358314037323
116,0,0,0.3506337,0.15396357,0.17595834,0.0,0.3506337106227875
117,0,0,0.3634924,0.16134638,0.18439585,0.0,0.3634923994541168
118,0,0,0.34663257,0.15168941,0.17335927,0.0,0.34663257002830505
119,0,0,0.67686653,0.4147845,0.33559847,0.24227162450551987,0.6768665313720703
120,0,5,0.65385574,0.3686527,0.36621964,0.09642099589109421,0.6538557410240173
121,0,0,0.438231,0.20654947,0.23605657,0.0,0.4382309913635254
122,0,5,0.6255065,0.4160822,0.24958408,0.39539220184087753,0.6255065202713013
123,0,5,0.5383112,0.2743228,0.29773742,0.027605151408351958,0.5383111834526062
124,0,5,0.47392765,0.22957826,0.26237518,0.0,0.47392764687538147
125,0,0,0.37078017,0.1655811,0.18923557,0.0,0.37078016996383667
126,0,0,0.5739357,0.3058421,0.29654336,0.0927332486025989,0.5739356875419617
127,0,0,0.5121466,0.28930682,0.19567156,0.2361884005367756,0.5121465921401978
128,0,0,0.2789932,0.114881456,0.13129312,0.0,0.2789931893348694
129,0,0,0.30891553,0.13078493,0.14946848,0.0,0.30891552567481995
130,0,0,0.30208734,0.12710291,0.14526051,0.0,0.30208733677864075
131,0,0,0.24238549,0.09624243,0.10999137,0.0,0.24238549172878265
132,0,0,0.2007878,0.0761683,0.087049544,0.0,0.20078779757022858
133,0,0,0.2154482,0.083107054,0.094979525,0.0,0.21544820070266724
134,0,0,0.30851653,0.13056892,0.14922166,0.0,0.3085165321826935
135,0,0,0.23676078,0.09345877,0.10680997,0.0,0.23676078021526337
136,0,0,0.34987226,0.15352994,0.17546278,0.0,0.34987226128578186
137,0,0,0.334726,0.14498633,0.16569865,0.0,0.3347260057926178
138,0,0,0.585656,0.40481305,0.20421594,0.4522481858730316,0.5856559872627258
139,0,0,0.2588347,0.104506016,0.11943543,0.0,0.25883468985557556
140,0,0,0.21183982,0.081385374,0.093011856,0.0,0.21183982491493225
141,0,0,0.2895321,0.12041432,0.1376164,0.0,0.2895320951938629
142,0,0,0.2164898,0.08360577,0.095549405,0.0,0.21648980677127838
